state,date,cases,deaths
Guam,2020-04-14,133,5
Guam,2020-04-15,135,5
Guam,2020-04-16,135,5
Guam,2020-04-17,136,5
Guam,2020-04-18,136,5
Guam,2020-04-19,136,5
Guam,2020-04-20,136,5
Guam,2020-04-21,136,5
Guam,2020-04-22,136,5
Guam,2020-04-23,139,5
Guam,2020-04-24,141,5
Guam,2020-04-25,141,5
Guam,2020-04-26,141,5
Guam,2020-04-27,141,5
Guam,2020-04-28,141,5
Guam,2020-04-29,141,5
Guam,2020-04-30,145,5
Guam,2020-05-01,145,5
Guam,2020-05-02,145,5
Guam,2020-05-03,145,5
Guam,2020-05-04,145,5
Guam,2020-05-05,145,5
Guam,2020-05-06,149,5
Guam,2020-05-07,149,5
Guam,2020-05-08,151,5
Guam,2020-05-09,151,5
Guam,2020-05-10,151,5
Guam,2020-05-11,151,5
Guam,2020-05-12,152,5
Guam,2020-05-13,152,5
Guam,2020-05-14,152,5
Guam,2020-05-15,154,5
Guam,2020-05-16,154,5
Guam,2020-05-17,154,5
Guam,2020-05-18,154,5
Guam,2020-05-19,154,5
Guam,2020-05-20,154,5
Guam,2020-05-21,165,5
Guam,2020-05-22,165,5
Guam,2020-05-23,165,5
Guam,2020-05-24,166,5
Guam,2020-05-25,166,5
Guam,2020-05-26,167,5
Guam,2020-05-27,170,5
Guam,2020-05-28,171,5
Guam,2020-05-29,172,5
Guam,2020-05-30,172,5
Guam,2020-05-31,172,5
Guam,2020-06-01,175,5
Guam,2020-06-02,175,5
Guam,2020-06-03,177,5
Guam,2020-06-04,179,5
Guam,2020-06-05,179,5
Guam,2020-06-06,179,5
Guam,2020-06-07,179,5
Guam,2020-06-08,179,5
Guam,2020-06-09,180,5
Guam,2020-06-10,180,5
Guam,2020-06-11,183,5
Guam,2020-06-12,183,5
Guam,2020-06-13,183,5
Guam,2020-06-14,183,5
Guam,2020-06-15,185,5
Guam,2020-06-16,186,5
Guam,2020-06-17,188,5
Guam,2020-06-18,192,5
Guam,2020-06-19,200,5
Guam,2020-06-20,222,5
Guam,2020-06-21,222,5
Guam,2020-06-22,222,5
Guam,2020-06-23,225,5
Guam,2020-06-24,226,5
Guam,2020-06-25,231,5
Guam,2020-06-26,247,5
Guam,2020-06-27,247,5
Guam,2020-06-28,247,5
Guam,2020-06-29,253,5
Guam,2020-06-30,257,5
Guam,2020-07-01,267,5
Guam,2020-07-02,280,5
Guam,2020-07-03,280,5
Guam,2020-07-04,280,5
Guam,2020-07-05,280,5
Northern Mariana Islands,2020-03-08,0,0
Northern Mariana Islands,2020-03-09,0,0
Northern Mariana Islands,2020-03-10,0,0
Northern Mariana Islands,2020-03-11,0,0
Northern Mariana Islands,2020-03-12,0,0
Northern Mariana Islands,2020-03-13,0,0
Northern Mariana Islands,2020-03-14,0,0
Northern Mariana Islands,2020-03-15,0,0
Northern Mariana Islands,2020-03-16,0,0
Northern Mariana Islands,2020-03-17,0,0
Northern Mariana Islands,2020-03-18,0,0
Northern Mariana Islands,2020-03-19,0,0
Northern Mariana Islands,2020-03-20,0,0
Northern Mariana Islands,2020-03-21,0,0
Northern Mariana Islands,2020-03-22,0,0
Northern Mariana Islands,2020-03-23,0,0
Northern Mariana Islands,2020-03-24,0,0
Northern Mariana Islands,2020-03-25,0,0
Northern Mariana Islands,2020-03-26,0,0
Northern Mariana Islands,2020-03-27,0,0
Northern Mariana Islands,2020-03-28,0,0
Northern Mariana Islands,2020-03-29,0,0
Northern Mariana Islands,2020-03-30,0,0
Northern Mariana Islands,2020-03-31,2,0
Northern Mariana Islands,2020-04-01,6,1
Northern Mariana Islands,2020-04-02,6,1
Northern Mariana Islands,2020-04-03,8,1
Northern Mariana Islands,2020-04-04,8,1
Northern Mariana Islands,2020-04-05,8,1
Northern Mariana Islands,2020-04-06,8,1
Northern Mariana Islands,2020-04-07,8,2
Northern Mariana Islands,2020-04-08,11,2
Northern Mariana Islands,2020-04-09,11,2
Northern Mariana Islands,2020-04-10,11,2
Northern Mariana Islands,2020-04-11,11,2
Northern Mariana Islands,2020-04-12,11,2
Northern Mariana Islands,2020-04-13,11,2
Northern Mariana Islands,2020-04-14,11,2
Northern Mariana Islands,2020-04-15,13,2
Northern Mariana Islands,2020-04-16,13,2
Northern Mariana Islands,2020-04-17,13,2
Northern Mariana Islands,2020-04-18,14,2
Northern Mariana Islands,2020-04-19,14,2
Northern Mariana Islands,2020-04-20,14,2
Northern Mariana Islands,2020-04-21,14,2
Northern Mariana Islands,2020-04-22,14,2
Northern Mariana Islands,2020-04-23,14,2
Northern Mariana Islands,2020-04-24,14,2
Northern Mariana Islands,2020-04-25,14,2
Northern Mariana Islands,2020-04-26,14,2
Northern Mariana Islands,2020-04-27,14,2
Northern Mariana Islands,2020-04-28,14,2
Northern Mariana Islands,2020-04-29,14,2
Northern Mariana Islands,2020-04-30,14,2
Northern Mariana Islands,2020-05-01,14,2
Northern Mariana Islands,2020-05-02,14,2
Northern Mariana Islands,2020-05-03,14,2
Northern Mariana Islands,2020-05-04,14,2
Northern Mariana Islands,2020-05-05,14,2
Northern Mariana Islands,2020-05-06,15,2
Northern Mariana Islands,2020-05-07,15,2
Northern Mariana Islands,2020-05-08,15,2
Northern Mariana Islands,2020-05-09,16,2
Northern Mariana Islands,2020-05-10,16,2
Northern Mariana Islands,2020-05-11,19,2
Northern Mariana Islands,2020-05-12,19,2
Northern Mariana Islands,2020-05-13,19,2
Northern Mariana Islands,2020-05-14,19,2
Northern Mariana Islands,2020-05-15,19,2
Northern Mariana Islands,2020-05-16,21,2
Northern Mariana Islands,2020-05-17,21,2
Northern Mariana Islands,2020-05-18,21,2
Northern Mariana Islands,2020-05-19,21,2
Northern Mariana Islands,2020-05-20,21,2
Northern Mariana Islands,2020-05-21,22,2
Northern Mariana Islands,2020-05-22,22,2
Northern Mariana Islands,2020-05-23,22,2
Northern Mariana Islands,2020-05-24,22,2
Northern Mariana Islands,2020-05-25,22,2
Northern Mariana Islands,2020-05-26,22,2
Northern Mariana Islands,2020-05-27,22,2
Northern Mariana Islands,2020-05-28,22,2
Northern Mariana Islands,2020-05-29,22,2
Northern Mariana Islands,2020-05-30,22,2
Northern Mariana Islands,2020-05-31,22,2
Northern Mariana Islands,2020-06-01,22,2
Northern Mariana Islands,2020-06-02,23,2
Northern Mariana Islands,2020-06-03,24,2
Northern Mariana Islands,2020-06-04,26,2
Northern Mariana Islands,2020-06-05,26,2
Northern Mariana Islands,2020-06-06,26,2
Northern Mariana Islands,2020-06-07,27,2
Northern Mariana Islands,2020-06-08,28,2
Northern Mariana Islands,2020-06-09,30,2
Northern Mariana Islands,2020-06-10,30,2
Northern Mariana Islands,2020-06-11,30,2
Northern Mariana Islands,2020-06-12,30,2
Northern Mariana Islands,2020-06-13,30,2
Northern Mariana Islands,2020-06-14,30,2
Northern Mariana Islands,2020-06-15,30,2
Northern Mariana Islands,2020-06-16,30,2
Northern Mariana Islands,2020-06-17,30,2
Northern Mariana Islands,2020-06-18,30,2
Northern Mariana Islands,2020-06-19,30,2
Northern Mariana Islands,2020-06-20,30,2
Northern Mariana Islands,2020-06-21,30,2
Northern Mariana Islands,2020-06-22,30,2
Northern Mariana Islands,2020-06-23,30,2
Northern Mariana Islands,2020-06-24,30,2
Northern Mariana Islands,2020-06-25,30,2
Northern Mariana Islands,2020-06-26,30,2
Northern Mariana Islands,2020-06-27,30,2
Northern Mariana Islands,2020-06-28,30,2
Northern Mariana Islands,2020-06-29,30,2
Northern Mariana Islands,2020-06-30,30,2
Northern Mariana Islands,2020-07-01,30,2
Northern Mariana Islands,2020-07-02,31,2
Northern Mariana Islands,2020-07-03,31,2
Northern Mariana Islands,2020-07-04,31,2
Northern Mariana Islands,2020-07-05,31,2
Puerto Rico,2020-03-08,0,0
Puerto Rico,2020-03-09,0,0
Puerto Rico,2020-03-10,0,0
Puerto Rico,2020-03-11,0,0
Puerto Rico,2020-03-12,0,0
Puerto Rico,2020-03-13,0,0
Puerto Rico,2020-03-14,0,0
Puerto Rico,2020-03-15,0,0
Puerto Rico,2020-03-16,5,0
Puerto Rico,2020-03-17,5,0
Puerto Rico,2020-03-18,5,0
Puerto Rico,2020-03-19,5,0
Puerto Rico,2020-03-20,14,0
Puerto Rico,2020-03-21,21,1
Puerto Rico,2020-03-22,23,1
Puerto Rico,2020-03-23,31,2
Puerto Rico,2020-03-24,39,2
Puerto Rico,2020-03-25,51,2
Puerto Rico,2020-03-26,64,2
Puerto Rico,2020-03-27,79,3
Puerto Rico,2020-03-28,100,3
Puerto Rico,2020-03-29,127,3
Puerto Rico,2020-03-30,174,6
Puerto Rico,2020-03-31,239,8
Puerto Rico,2020-04-01,286,11
Puerto Rico,2020-04-02,316,12
Puerto Rico,2020-04-03,316,15
Puerto Rico,2020-04-04,452,18
Puerto Rico,2020-04-05,475,20
Puerto Rico,2020-04-06,513,21
Puerto Rico,2020-04-07,573,23
Puerto Rico,2020-04-08,620,24
Puerto Rico,2020-04-09,683,33
Puerto Rico,2020-04-10,725,39
Puerto Rico,2020-04-11,788,42
Puerto Rico,2020-04-12,897,44
Puerto Rico,2020-04-13,903,45
Puerto Rico,2020-04-14,923,45
Puerto Rico,2020-04-15,974,51
Puerto Rico,2020-04-16,1043,56
Puerto Rico,2020-04-17,1068,58
Puerto Rico,2020-04-18,1118,60
Puerto Rico,2020-04-19,1213,62
Puerto Rico,2020-04-20,1252,63
Puerto Rico,2020-04-21,1298,64
Puerto Rico,2020-04-22,1252,63
Puerto Rico,2020-04-23,1416,69
Puerto Rico,2020-04-24,1276,77
Puerto Rico,2020-04-25,1307,83
Puerto Rico,2020-04-26,1371,84
Puerto Rico,2020-04-27,1389,84
Puerto Rico,2020-04-28,1400,86
Puerto Rico,2020-04-29,1433,86
Puerto Rico,2020-04-30,1539,92
Puerto Rico,2020-05-01,1575,94
Puerto Rico,2020-05-02,1757,95
Puerto Rico,2020-05-03,1808,97
Puerto Rico,2020-05-04,1843,97
Puerto Rico,2020-05-05,1924,99
Puerto Rico,2020-05-06,1968,99
Puerto Rico,2020-05-07,2031,102
Puerto Rico,2020-05-08,2156,107
Puerto Rico,2020-05-09,2173,108
Puerto Rico,2020-05-10,2198,111
Puerto Rico,2020-05-11,2256,113
Puerto Rico,2020-05-12,2299,114
Puerto Rico,2020-05-13,2329,115
Puerto Rico,2020-05-14,2427,117
Puerto Rico,2020-05-15,2542,122
Puerto Rico,2020-05-16,2589,122
Puerto Rico,2020-05-17,2646,123
Puerto Rico,2020-05-18,2710,124
Puerto Rico,2020-05-19,2805,124
Puerto Rico,2020-05-20,2866,125
Puerto Rico,2020-05-21,2913,126
Puerto Rico,2020-05-22,3030,126
Puerto Rico,2020-05-23,3100,127
Puerto Rico,2020-05-24,3189,127
Puerto Rico,2020-05-25,3260,129
Puerto Rico,2020-05-26,3324,129
Puerto Rico,2020-05-27,3397,129
Puerto Rico,2020-05-28,3486,131
Puerto Rico,2020-05-29,3647,132
Puerto Rico,2020-05-30,3718,133
Puerto Rico,2020-05-31,3776,136
Puerto Rico,2020-06-01,3873,136
Puerto Rico,2020-06-02,3935,138
Puerto Rico,2020-06-03,4023,140
Puerto Rico,2020-06-04,4508,140
Puerto Rico,2020-06-05,4620,141
Puerto Rico,2020-06-06,4915,142
Puerto Rico,2020-06-07,4985,142
Puerto Rico,2020-06-08,5046,142
Puerto Rico,2020-06-09,5185,142
Puerto Rico,2020-06-10,5329,143
Puerto Rico,2020-06-11,5352,144
Puerto Rico,2020-06-12,5536,146
Puerto Rico,2020-06-13,5690,146
Puerto Rico,2020-06-14,5811,147
Puerto Rico,2020-06-15,5890,147
Puerto Rico,2020-06-16,5951,147
Puerto Rico,2020-06-17,6003,147
Puerto Rico,2020-06-18,6111,147
Puerto Rico,2020-06-19,6195,147
Puerto Rico,2020-06-20,6463,147
Puerto Rico,2020-06-21,6525,149
Puerto Rico,2020-06-22,6564,149
Puerto Rico,2020-06-23,6685,149
Puerto Rico,2020-06-24,6820,149
Puerto Rico,2020-06-25,6877,151
Puerto Rico,2020-06-26,6922,151
Puerto Rico,2020-06-27,7066,152
Puerto Rico,2020-06-28,7189,153
Puerto Rico,2020-06-29,7250,153
Puerto Rico,2020-06-30,7465,153
Puerto Rico,2020-07-01,7537,153
Puerto Rico,2020-07-02,7608,153
Puerto Rico,2020-07-03,7683,154
Puerto Rico,2020-07-04,7787,155
Puerto Rico,2020-07-05,7916,155
Virgin Islands,2020-03-08,0,0
Virgin Islands,2020-03-09,0,0
Virgin Islands,2020-03-10,0,0
Virgin Islands,2020-03-11,0,0
Virgin Islands,2020-03-12,0,0
Virgin Islands,2020-03-13,0,0
Virgin Islands,2020-03-14,0,0
Virgin Islands,2020-03-15,0,0
Virgin Islands,2020-03-16,1,0
Virgin Islands,2020-03-17,2,0
Virgin Islands,2020-03-18,2,0
Virgin Islands,2020-03-19,3,0
Virgin Islands,2020-03-20,3,0
Virgin Islands,2020-03-21,6,0
Virgin Islands,2020-03-22,6,0
Virgin Islands,2020-03-23,7,0
Virgin Islands,2020-03-24,17,0
Virgin Islands,2020-03-25,17,0
Virgin Islands,2020-03-26,17,0
Virgin Islands,2020-03-27,19,0
Virgin Islands,2020-03-28,22,0
Virgin Islands,2020-03-29,23,0
Virgin Islands,2020-03-30,30,0
Virgin Islands,2020-03-31,30,0
Virgin Islands,2020-04-01,30,0
Virgin Islands,2020-04-02,30,0
Virgin Islands,2020-04-03,37,0
Virgin Islands,2020-04-04,40,0
Virgin Islands,2020-04-05,42,1
Virgin Islands,2020-04-06,43,1
Virgin Islands,2020-04-07,43,1
Virgin Islands,2020-04-08,45,1
Virgin Islands,2020-04-09,45,1
Virgin Islands,2020-04-10,50,1
Virgin Islands,2020-04-11,51,1
Virgin Islands,2020-04-12,51,1
Virgin Islands,2020-04-13,51,1
Virgin Islands,2020-04-14,51,1
Virgin Islands,2020-04-15,51,1
Virgin Islands,2020-04-16,51,1
Virgin Islands,2020-04-17,51,2
Virgin Islands,2020-04-18,53,3
Virgin Islands,2020-04-19,53,3
Virgin Islands,2020-04-20,53,3
Virgin Islands,2020-04-21,53,3
Virgin Islands,2020-04-22,54,3
Virgin Islands,2020-04-23,54,3
Virgin Islands,2020-04-24,54,3
Virgin Islands,2020-04-25,55,3
Virgin Islands,2020-04-26,57,4
Virgin Islands,2020-04-27,57,4
Virgin Islands,2020-04-28,57,4
Virgin Islands,2020-04-29,57,4
Virgin Islands,2020-04-30,66,4
Virgin Islands,2020-05-01,66,4
Virgin Islands,2020-05-02,66,4
Virgin Islands,2020-05-03,66,4
Virgin Islands,2020-05-04,66,4
Virgin Islands,2020-05-05,66,4
Virgin Islands,2020-05-06,66,4
Virgin Islands,2020-05-07,66,4
Virgin Islands,2020-05-08,68,4
Virgin Islands,2020-05-09,68,4
Virgin Islands,2020-05-10,69,4
Virgin Islands,2020-05-11,69,5
Virgin Islands,2020-05-12,69,6
Virgin Islands,2020-05-13,69,6
Virgin Islands,2020-05-14,69,6
Virgin Islands,2020-05-15,69,6
Virgin Islands,2020-05-16,69,6
Virgin Islands,2020-05-17,69,6
Virgin Islands,2020-05-18,69,6
Virgin Islands,2020-05-19,69,6
Virgin Islands,2020-05-20,69,6
Virgin Islands,2020-05-21,69,6
Virgin Islands,2020-05-22,69,6
Virgin Islands,2020-05-23,69,6
Virgin Islands,2020-05-24,69,6
Virgin Islands,2020-05-25,69,6
Virgin Islands,2020-05-26,69,6
Virgin Islands,2020-05-27,69,6
Virgin Islands,2020-05-28,69,6
Virgin Islands,2020-05-29,69,6
Virgin Islands,2020-05-30,69,6
Virgin Islands,2020-05-31,69,6
Virgin Islands,2020-06-01,70,6
Virgin Islands,2020-06-02,70,6
Virgin Islands,2020-06-03,70,6
Virgin Islands,2020-06-04,71,6
Virgin Islands,2020-06-05,71,6
Virgin Islands,2020-06-06,71,6
Virgin Islands,2020-06-07,71,6
Virgin Islands,2020-06-08,71,6
Virgin Islands,2020-06-09,71,6
Virgin Islands,2020-06-10,72,6
Virgin Islands,2020-06-11,72,6
Virgin Islands,2020-06-12,72,6
Virgin Islands,2020-06-13,72,6
Virgin Islands,2020-06-14,72,6
Virgin Islands,2020-06-15,72,6
Virgin Islands,2020-06-16,72,6
Virgin Islands,2020-06-17,73,6
Virgin Islands,2020-06-18,73,6
Virgin Islands,2020-06-19,73,6
Virgin Islands,2020-06-20,73,6
Virgin Islands,2020-06-21,76,6
Virgin Islands,2020-06-22,76,6
Virgin Islands,2020-06-23,76,6
Virgin Islands,2020-06-24,76,6
Virgin Islands,2020-06-25,80,6
Virgin Islands,2020-06-26,81,6
Virgin Islands,2020-06-27,81,6
Virgin Islands,2020-06-28,81,6
Virgin Islands,2020-06-29,81,6
Virgin Islands,2020-06-30,81,6
Virgin Islands,2020-07-01,90,6
Virgin Islands,2020-07-02,92,6
Virgin Islands,2020-07-03,98,6
Virgin Islands,2020-07-04,111,6
Virgin Islands,2020-07-05,111,6
Alabama,2020-03-08,0,0
Alabama,2020-03-09,0,0
Alabama,2020-03-10,0,0
Alabama,2020-03-11,0,0
Alabama,2020-03-12,0,0
Alabama,2020-03-13,5,0
Alabama,2020-03-14,7,0
Alabama,2020-03-15,11,0
Alabama,2020-03-16,29,0
Alabama,2020-03-17,39,0
Alabama,2020-03-18,51,0
Alabama,2020-03-19,78,0
Alabama,2020-03-20,106,0
Alabama,2020-03-21,131,0
Alabama,2020-03-22,157,0
Alabama,2020-03-23,196,0
Alabama,2020-03-24,242,0
Alabama,2020-03-25,381,1
Alabama,2020-03-26,517,1
Alabama,2020-03-27,587,4
Alabama,2020-03-28,694,4
Alabama,2020-03-29,825,10
Alabama,2020-03-30,899,10
Alabama,2020-03-31,987,23
Alabama,2020-04-01,1060,27
Alabama,2020-04-02,1233,32
Alabama,2020-04-03,1495,38
Alabama,2020-04-04,1614,44
Alabama,2020-04-05,1765,45
Alabama,2020-04-06,1952,49
Alabama,2020-04-07,2169,64
Alabama,2020-04-08,2328,66
Alabama,2020-04-09,2703,70
Alabama,2020-04-10,2947,80
Alabama,2020-04-11,3217,92
Alabama,2020-04-12,3563,93
Alabama,2020-04-13,3734,99
Alabama,2020-04-14,3953,114
Alabama,2020-04-15,4075,118
Alabama,2020-04-16,4345,133
Alabama,2020-04-17,4571,148
Alabama,2020-04-18,4712,153
Alabama,2020-04-19,4888,157
Alabama,2020-04-20,5079,163
Alabama,2020-04-21,5317,183
Alabama,2020-04-22,5593,196
Alabama,2020-04-23,5832,202
Alabama,2020-04-24,6026,209
Alabama,2020-04-25,6026,209
Alabama,2020-04-26,6421,219
Alabama,2020-04-27,6539,228
Alabama,2020-04-28,6750,242
Alabama,2020-04-29,6912,256
Alabama,2020-04-30,7088,272
Alabama,2020-05-01,7294,289
Alabama,2020-05-02,7611,288
Alabama,2020-05-03,7888,290
Alabama,2020-05-04,8112,298
Alabama,2020-05-05,8437,315
Alabama,2020-05-06,8691,343
Alabama,2020-05-07,9046,369
Alabama,2020-05-08,9385,383
Alabama,2020-05-09,9668,390
Alabama,2020-05-10,9889,393
Alabama,2020-05-11,10164,403
Alabama,2020-05-12,10464,435
Alabama,2020-05-13,10700,450
Alabama,2020-05-14,11101,473
Alabama,2020-05-15,11373,483
Alabama,2020-05-16,11674,485
Alabama,2020-05-17,11771,488
Alabama,2020-05-18,12086,489
Alabama,2020-05-19,12376,504
Alabama,2020-05-20,13052,522
Alabama,2020-05-21,13288,529
Alabama,2020-05-22,13670,541
Alabama,2020-05-23,14117,549
Alabama,2020-05-24,14478,551
Alabama,2020-05-25,14986,566
Alabama,2020-05-26,15650,580
Alabama,2020-05-27,16032,583
Alabama,2020-05-28,16530,591
Alabama,2020-05-29,17031,610
Alabama,2020-05-30,17359,618
Alabama,2020-05-31,17952,630
Alabama,2020-06-01,18630,646
Alabama,2020-06-02,18766,653
Alabama,2020-06-03,18851,653
Alabama,2020-06-04,19072,653
Alabama,2020-06-05,19387,676
Alabama,2020-06-06,20043,689
Alabama,2020-06-07,20500,692
Alabama,2020-06-08,20925,718
Alabama,2020-06-09,21422,729
Alabama,2020-06-10,21989,744
Alabama,2020-06-11,22845,755
Alabama,2020-06-12,23710,769
Alabama,2020-06-13,24601,773
Alabama,2020-06-14,25615,773
Alabama,2020-06-15,26272,774
Alabama,2020-06-16,26912,785
Alabama,2020-06-17,27312,790
Alabama,2020-06-18,28206,810
Alabama,2020-06-19,29002,822
Alabama,2020-06-20,29549,838
Alabama,2020-06-21,30021,839
Alabama,2020-06-22,30454,841
Alabama,2020-06-23,31097,864
Alabama,2020-06-24,32064,891
Alabama,2020-06-25,33206,896
Alabama,2020-06-26,34183,907
Alabama,2020-06-27,35083,919
Alabama,2020-06-28,35441,919
Alabama,2020-06-29,37175,929
Alabama,2020-06-30,38045,950
Alabama,2020-07-01,38962,972
Alabama,2020-07-02,40111,985
Alabama,2020-07-03,41865,1006
Alabama,2020-07-04,42862,1007
Alabama,2020-07-05,43953,1007
Alaska,2020-03-08,0,0
Alaska,2020-03-09,0,0
Alaska,2020-03-10,0,0
Alaska,2020-03-11,0,0
Alaska,2020-03-12,0,0
Alaska,2020-03-13,1,0
Alaska,2020-03-14,1,0
Alaska,2020-03-15,1,0
Alaska,2020-03-16,1,0
Alaska,2020-03-17,3,0
Alaska,2020-03-18,5,0
Alaska,2020-03-19,8,0
Alaska,2020-03-20,11,0
Alaska,2020-03-21,13,0
Alaska,2020-03-22,18,0
Alaska,2020-03-23,30,0
Alaska,2020-03-24,34,0
Alaska,2020-03-25,41,1
Alaska,2020-03-26,56,1
Alaska,2020-03-27,58,1
Alaska,2020-03-28,85,2
Alaska,2020-03-29,102,2
Alaska,2020-03-30,114,3
Alaska,2020-03-31,119,3
Alaska,2020-04-01,132,3
Alaska,2020-04-02,143,3
Alaska,2020-04-03,157,3
Alaska,2020-04-04,171,5
Alaska,2020-04-05,185,6
Alaska,2020-04-06,190,6
Alaska,2020-04-07,213,6
Alaska,2020-04-08,226,7
Alaska,2020-04-09,235,7
Alaska,2020-04-10,246,7
Alaska,2020-04-11,257,8
Alaska,2020-04-12,272,8
Alaska,2020-04-13,277,8
Alaska,2020-04-14,285,9
Alaska,2020-04-15,293,9
Alaska,2020-04-16,300,9
Alaska,2020-04-17,309,9
Alaska,2020-04-18,314,9
Alaska,2020-04-19,319,9
Alaska,2020-04-20,321,9
Alaska,2020-04-21,329,9
Alaska,2020-04-22,335,9
Alaska,2020-04-23,337,9
Alaska,2020-04-24,339,9
Alaska,2020-04-25,339,9
Alaska,2020-04-26,340,9
Alaska,2020-04-27,345,9
Alaska,2020-04-28,351,9
